url,name,price,brand,diameter,width,gap width,weight,bearing size,response,material,designed in,made in,machined in,released
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/anomaly-yoyo-by-yoyorecreation,Anomaly,$ 171.99,yoyorecreation -  Powerful durable bi-metal design!,56.60 mm / 2.23 inches,42.54 mm / 1.67 inches,4.25 mm / 0.17 inches,66.8 grams,Centering Size C (.250 x .500 x .187),19 mm Slim Pad Size,NA,Japan,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/gully-7068-yoyo-by-good-life-yoyos,Gully 7068,$ 134.99,Good Life YoYos -   The Good Life First Release!,56.20 mm / 2.21 inches,44.05 mm / 1.73 inches,4.5 mm / 0.17 inches,63.8 grams,Size C (.250 x .500 x .187),"CBC ""Slim Pad"" Size 19mm OD",Body: 7068 Aluminum  Rings: Stainless Steel,USA,China,NA,March 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/nd-yoyo-by-yoyofactory,ND,$ 51.99,YoYoFactory -   Nate Dailey Signature Yo-Yo!,56.37 mm / 2.22 inches,45.64 mm / 1.80 inches,4.5 mm / 0.18 inches,64.6 grams,CBC Center Trac Size C (.250 x .500 x .187),"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-wedge-yoyo-by-yoyofactory,Wedge,$ 19.99,YoYoFactory -  Evan Nagao Signature Yo-Yo!,57.40 mm / 2.25 inches,47.45 mm / 1.86 inches,4.50 mm / 0.17 inches,66.6 grams,CBC Center Trac Size C (.250 x .500 x .187),"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/arrow-yoyo-by-yoyofactory,Arrow,$ 17.99,YoYoFactory -  Beginner level fingerspin yo-yo!,58.43 mm / 2.3 inches,40.3 mm / 1.59 inches,4.42 mm / 0.17 inches,62.7 grams,Size C Narrow,"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/confusion-yoyo-by-yoyofactory,Confusion 2022,$ 34.99,YoYoFactory -  Pocket friendly responsive metal design!,55.95 mm / 2.2 inches,35.49mm / 1.38 inches,2.75 mm / 0.11 inches,61.00grams,Size A (5x10x4 mm),YYF Small Response Pad,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/pendulum-yoyo-by-throw-revolution,Pendulum,$ 90.00,ThrowRevolution -  Perfect balance of speed and control!,56.90 mm / 2.24 inches,45.61 mm / 1.8 inches,4.21 mm / 0.17 inches,67.6 grams,Concave - Licensed by Difeyo  Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,Singapore,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/flashback-yoyo-by-unprld,Flashback,$ 99.99,Unparalleled -  Yuki Nishisako Signature Yo-Yo!,56.40 mm / 2.22 inches,42.15 mm / 1.66 inches,4.32 mm / 0.17 inches,63.5 grams,Size C (.250 x .500 x .187),"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/spinstar-yoyo-by-yoyofactory,Spinstar,$ 7.99,YoYoFactory -  Entry level responsive yo-yo!,58.66 mm / 2.31 inches,36.70 mm / 1.44 inches,1.50 mm / 0.06 inches,55.3 grams,Transaxle Spool,Starbust,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/parser-yoyo-by-core-co-yoyos,Parser,$ 45.00,"Core -  High performance, Low Price!",57.27 mm / 2.25 inches,42.60 mm / 1.68 inches,4.60 mm / 0.18 inches,65.6 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/breeze-yoyo-by-good-life-yoyos,Breeze,$ 99.99,Good Life YoYos -  Chandler Steele Signature Yo-Yo!,55.55 mm / 2.18 inches,45.17 mm / 1.77 inches,4.65 mm / 0.19 inches,64 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/m-yoyo-by-mowl,mowl M+,$ 134.99,MOWL -  Double Steel Ring Design!,55.47 mm / 2.18 inches,43.45 mm / 1.71 inches,4.62 mm / 0.18 inches,66.7 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,Japan / Germany,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/yoyofactory-arrow-starter-set-yoyo-bundle,YYF Arrow Starter Set,$ 27.99,YoYoFactory -  Learn to yo-yo with the YoYoFactory Arrow!,58.43 mm / 2.3 inches,40.3 mm / 1.59 inches,4.42 mm / 0.17 inches,62.7 grams,Size C Narrow,"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/beyond-yoyo-by-yoyofactory,Beyond,$ 99.99,YoYoFactory - World Champion Evan Nagao Signature Yo-Yo!,53.40 mm / 2.10 inches,47.00 mm / 1.85 inches,4.45 mm / 0.17 inches,64.8 grams,Size C (.250 x .500 x .187) Center Trac,"CBC ""Slim Pad"" Size 19mm OD",NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/nuit-yoyo-by-topyo,NUIT,$ 34.99,Top Yo -  Innovative new design!,55.72 mm / 2.19 inches,44.73 mm / 1.76 inches,4.71 mm / 0.19 inches,66.7 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,China,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/onslaught-yoyo-by-yoyorecreation,Onslaught,$ 172.99,yoyorecreation -  Iori Yamaki Signature Yo-Yo!,56.90 mm / 2.24 inches,45.93 mm / 1.81 inches,4.38 mm / 0.17 inches,64.2 grams,Size C (.250 x .500 x .187),Yoyorecreation Response pads,NA,Japan,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/ashigaru-yoyo-by-sengoku,Ashigaru,$ 55.00,Sengoku -  Clean simple design with amazing performance!,56.72 mm / 2.23 inches,44.22 mm / 1.74 inches,4.45 mm / 0.18 inches,63.8 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,Japan,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/slash-yoyo-by-something,SLASH,$ 69.99,sOMEThING -  Plastic version of the Slasher!,54.08 mm / 2.13 inches,42.05 mm / 1.66 inches,4.51 mm / 0.18 inches,65.5 grams,Size C (.250 x .500 x .187),sOMEThING Pads,NA,Japan,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/new-angle-yoyo-by-something,New Angle,$ 64.99,sOMEThING -  Powerful mid-sized design!,53.52 mm / 2.11 inches,41.13 mm / 1.62 inches,4.44 mm / 0.17 inches,66.5 grams,Size C (.250 x .500 x .187),sOMEThING Pads,NA,Japan,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/hummingbird-yoyo-by-yoyofriends,Hummingbird,$ 140.00,yoyofriends -  Lightweight and powerful bi-metal design!,55.91 mm / 2.2 inches,42.95 mm / 1.69 inches,4.76 mm / 0.19 inches,62.1 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,7068-T6+SS/Brass/Cooper,China,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/flux-yoyo-by-mythril,Flux,$ 120.00,Mythril -  Lightweight organic bi-metal design!,54.92 mm / 2.16 inches,44.81 mm / 1.76 inches,4.71 mm / 0.19 inches,63.3 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,Singapore,Singapore,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/freehand-nextgen-yoyo-by-duncan,Freehand NextGen,$ 15.99,Duncan -  The Next Generation is here!,58.01 mm / 2.28 inches,40.32 mm / 1.59 inches,4.83 mm / 0.19 inches,61.6 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/big-fun-yoyo-by-duncan,Big Fun,$ 17.99,Duncan -  Bigger is better.,63.43 mm / 2.5 inches,43.77 mm / 1.72 inches,4.56 mm / 0.18 inches,61.7 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,NA,USA,China,NA,NA
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/futura-yoyo-by-yoyorecreation,Futura,$ 44.99,yoyorecreation -  Typeface inspired series!,55.93 mm / 2.2 inches,43.02 mm / 1.69 inches,4.43 mm / 0.17 inches,66.1 grams,Size C (.250 x .500 x .187),YYR Response Pads,6061 Aluminum,Japan,China,NA,January 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/helvetica-yoyo-by-yoyorecreation,Helvetica,$ 61.99,yoyorecreation -  Typeface Inspired Series!,56.02 mm / 2.21 inches,43.04 mm / 1.69 inches,4.43 mm / 0.17 inches,65.4 grams,Size C (.250 x .500 x .187),YYR Response Pads,6061 Aluminum,Japan,China,NA,January 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/genxs-yoyo-by-yoyofactory,GenXs,$ 40.00,YoYoFactory -  Small powerful pocket yo-yo!,50.00 mm / 1.97 inches,38.82 mm / 1.53 inches,4.73 mm / 0.19 inches,65.7 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,6061 Aluminum,USA,China,NA,January 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/overthrow-yoyo-by-yoyofactory,Overthrow,$ 24.99,YoYoFactory -  Oversized hybrid design!,60.23 mm / 2.37 inches,50.53 mm / 1.99 inches,4.51 mm / 0.18 inches,63.9 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,Polycarbonate Body  6061 Aluminum Weight Rings,USA,China,NA,January 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/obsession-yoyo-by-mowl,Obsession,$ 69.99,MOWL -  Your new obsession.,54.46 mm / 2.14 inches,42.32 mm / 1.67 inches,4.72 mm / 0.19 inches,65.5 grams,Size C (.250 x .500 x .187),mowl Response Pad,6061 Aluminum,Japan,China,NA,January 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/spaceship-titanium-yoyo,Spaceship,$ 320.00,Round Spinning Objects -  Titanium yo-yo from the future!,54.01 mm / 2.13 inches,43.01 mm / 1.69 inches,4.54 mm / 0.18 inches,63.6 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,Titanium,Singapore,China,NA,February 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/overdrive-draupnir-by-yoyorecreation,Overdrive Draupnir,$ 186.99,yoyorecreation -  Ryota Ogi Signature Yo-Yo!,57.89 mm / 2.28 inches,44.01 mm / 1.73 inches,4.45 mm / 0.18 inches,64.72 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,7075 Aluminum/Stainless Steel Rims,Japan,NA,NA,March 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/inevitable-yoyo-by-yoyorecreation,Inevitable,$ 176.99,yoyorecreation -  Arata Imai Signature Yo-Yo!,55.95 mm / 2.2 inches,42.51 mm / 1.67 inches,4.45 mm / 0.18 inches,65.69 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,7075 Aluminum/Stainless Steel Rims,Japan,China,NA,March 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/mirage-yoyo-by-japan-tech,Mirage,$ 79.99,"Japan Technology -  Not a mirage, this yo-yo is really that good!",56.49 mm / 2.22 inches,45.36 mm / 1.79 inches,4.62 mm / 0.18 inches,64.48 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,6061 Aluminum,Japan,China,NA,March 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/grasshopper-gtx-yoyo-by-duncan,Grasshopper GTX,$ 79.99,Duncan -  János Karancz Signature Yo-Yo!,56.00 mm / 2.2 inches,44.58 mm / 1.76 inches,4.58 mm / 0.18 inches,65.18 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,6061 Aluminum / Stainless Steel Rim,USA,China,NA,March 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/krown-2019-yoyo-by-c3yoyodesign,KROWN 6061,$ 44.99,C3yoyodesign -  Shinya Kido Signature Yo-Yo.,56.53 mm / 2.23 inches,44.61 mm / 1.76 inches,4.53 mm / 0.18 inches,64.54 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,6061 Aluminum,Hong Kong,Hong Kong,NA,March 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/speedaholic-responsive-yoyo-by-c3yoyodesign,Speedaholic,$ 11.99,C3yoyodesign -  Great performance in a responsive design!,56.79 mm / 2.24 inches,43.90 mm / 1.73 inches,3.15 mm / 0.12 inches,68.70 grams,Narrow Size C,19mm Thick Pad Size,Plastic,Hong Kong,Hong Kong,NA,March 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/recognition-yoyo-by-unprld,ReCognition,$ 44.99,Unparalleled - Colin Beckford Signature Yo-Yo!,55.00 mm / 2.17 inches,45.80 mm / 1.8 inches,4.66 mm / 0.18 inches,66.45 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,7075Aluminum,USA,China,NA,April 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/little-league-yoyo-by-recess,Little League,$ 49.99,Recess -  Small organic design.,51.55 mm / 2 inches,44.30 mm / 1.62 inches,4.45 mm / 0.18 inches,64.05 grams,Size C (.250 x .500 x .187),19mm slim Pad Size,6061 Aluminum,USA,China,NA,June 2022
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/gulch-yoyo-by-good-life-yoyos,Gulch,$ 54.99,Good Life YoYos - High performance mono-metal design!,56.16 mm / 2.21 inches,44.55 mm / 1.75 inches,4.65 mm / 0.18 inches,66.03 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,USA,China,NA,May 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/radius-7068-yoyo-by-c3yoyodesign,Radius 7068,$ 89.99,C3yoyodesign -  Shion Araya Signature Yo-Yo!,57.00 mm / 2.24 inches,42.96 mm / 1.69 inches,4.66 mm / 0.18 inches,63.94 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,7068 Aluminum,Hong Kong,Hong Kong,NA,May 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/aurora-yoyo-by-magicyoyo,Aurora,$ 28.99,MagicYoYo -  Competition level light-up yo-yo!,56.50 mm / 2.22 inches,42.50 mm / 1.67 inches,4.78 mm / 0.19 inches,65 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,China,China,NA,May 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/legendary-terrarian-yoyo-by-one-drop,Legendary Terrarian,$ 78.99,One Drop YoYos -  Unlock the next level!,55.00 mm / 2.17 inches,46.00 mm / 1.81 inches,4.54 mm / 0.18 inches,63.94 grams,Size C (.250 x .500 x .187),One Drop Standard Flow Groove Pad,7075 Aluminum,USA,USA,NA,June 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-bowl-7068-by-elvin-lim,The Bowl 7068,$ 99.99,Round Spinning Objects -  Just a little off the top.,56.00 mm / 2.2 inches,45.13 mm / 1.78 inches,4.60 mm / 0.18 inches,64.24 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,7068 Aluminum,Singapore,China,NA,June 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/loonie-yoyo-by-rain-city-skills,Loonie,$ 55.00,Rain City -  Miniature Brass Yo-Yo!,33.40 mm / 1.31 inches,27.20 mm / 1.07 inches,3.40 mm / 0.13 inches,54.60 grams,Size A,Small Bearing Response Pads,Brass,NA,NA,NA,2023
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/trident-yoyo-by-throw-revolution,Trident,$ 99.99,ThrowRevolution -  Organic styling meets competitive performance!,55.89 mm / 2.2 inches,43.55 mm / 1.71 inches,4.83 mm / 0.19 inches,65.3 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum / Stainless Steel Rings,Singapore,China,NA,June 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/tm-yoyo-by-yoyorecreation,TM,$ 69.99,yoyorecreation -  Takimoto Mizuki Signature Yo-Yo!,56.00 mm / 2.2 inches,43.23 mm / 1.7 inches,4.41 mm / 0.17 inches,67.89 grams,Size C (.250 x .500 x .187),YoYoRecreation Size,6061 Aluminum,Japan,China,NA,July 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/play-yoyo-collection-by-yoyofactory,'Play YoYo' Collection,$ 5.99,YoYoFactory -  Play Yo-Yo!,NA,NA,NA,NA,Transaxle,Starburst,Plastic,USA,China,NA,July 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/california-yoyo-by-yoyofactory,California,$ 29.99,YoYoFactory -  Redesigned favorite from the classic YYF lineup!,55.29 mm / 2.18 inches,42.27 mm / 1.66 inches,4.54 mm / 0.18 inches,64.03 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,USA,China,NA,July 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/ercim-yoyo-by-sengoku,ERCIM,$ 99.99,Sengoku -  Electro Retro Combobulator Interdimensional.,57.00 mm / 2.24 inches,48.00 mm / 1.89 inches,4.66 mm / 0.18 inches,65.13 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,Japan,China,NA,July 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/sync-yoyo-by-yoyofriends,SYNC,$ 50.00,yoyofriends -  Power and speed in perfect synchronization!,56.50 mm / 2.22 inches,45.00 mm / 1.77 inches,4.52 mm / 0.18 inches,64.71 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,China,China,NA,July 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-bowl-mini-by-rso,The Bowl Mini,$ 189.99,Round Spinning Objects -  Compact Stainless Steel Design!,50.36 mm / 1.98 inches,41.50 mm / 1.63 inches,4.82 mm / 0.18 inches,62.24 grams,SizeD,19mm Slim Pad Size,Stainless Steel,Singapore,China,NA,January2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/exit-8-yoyo-by-duncan,Exit 8,$ 74.99,Duncan -  Takeshi Kamisato Signature Yo-Yo!,52.57 mm / 2.07 inches,42.61 mm / 1.68 inches,4.75 mm / 0.19 inches,65.6 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,7075 Aluminum,USA,China,NA,July 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/nocturnal-yoyo-by-mowl,Nocturnal,$ 74.99,MOWL -  Maneuverable and fast!,56.80 mm / 2.24 inches,47.60 mm / 1.87 inches,4.43 mm / 0.17 inches,66.12 grams,Size C (.250 x .500 x .187),mowl Response Pad,6061 Aluminum,Japan,China,NA,August 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/anglam-pinnacle-yooy-by-something,Anglam Pinnacle,$ 239.99,sOMEThING -  The pinnacle of the Anglam series.,55.20 mm / 2.17 inches,42.80 mm / 1.69 inches,4.50 mm / 0.18 inches,67.52 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum w/ Titanium Rings,Japan,Japan,NA,August 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/butterfly-al-yoyo-by-duncan,Butterfly AL,$ 49.99,Duncan -  Modern Butterfly made from Aluminum!,52.05 mm / 2.05 inches,32.23 mm / 1.27 inches,4.02 mm / 0.16 inches,62.04 grams,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,USA,China,NA,August 2019
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/gravity-yoyo-by-round-spinning-objects,Gravity,$ 399.99,Round Spinning Objects - Atmos and RSO collaboration!,54.00 mm / 2.13 inches,40.00 mm / 1.57 inches,4.40 mm / 0.17 inches,67.3 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,Singapore,China,NA,May 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/kappa-yoyo-by-throw-spiral,Kappa,$ 74.99,Throw Spiral - A truly competitive organic yoyo for the modern era!,56.00 mm/ 2.2 inches,45.00 mm / 1.77 inches,4.50 mm / 0.18 inches,64.42 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,USA,China,NA,June 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/journey-yoyo-by-yoyopalace,Journey,$ 129.99,YoYoPalace -  Ahmad Kharisma signature yoyo!,54.94 mm / 2.16 inches,45.04 mm / 1.77 inches,4.62 mm / 0.18 inches,65.09 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rim,China,China,NA,June 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-bowl-xl-yoyo-by-round-spinning-objects,The Bowl XL,$ 89.99,Round Spinning Objects -  Go big or go home.,66.00 mm / 2.6 inches,51.50 mm / 2.03 inches,4.40 mm / 0.17 inches,64.7 grams,Size C (.250 x .500 x .187),CLYW Slim,7068 Aluminum,Singapore,China,NA,June 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-guitarist-yoyo-by-rain-city-skills,The Guitarist,$ 59.99,Rain City - The Sequel to the MetalHead!,55.81 mm / 2.2 inches,46.85 mm / 1.84 inches,4.62 mm / 0.18 inches,63.93 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Canada,China,NA,June 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/plot-armor-yoyo-by-yoyoball,Plot Armor,$ 79.99,yoyoball -  The yoyoball narrative!,56.46 mm / 2.22 inches,42.73 mm / 1.68 inches,4.50 mm / 0.18 inches,64.74 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,China,China,NA,June 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/the-don-yoyo-by-zero-gravity-return-tops,The Don,$ 87.99,Zero Gravity Return Tops -  Organic bi-metal design.,54.70 mm / 2.15 inches,44.10 mm / 1.74 inches,4.50 mm / 0.18 inches,63.6 grams,Size D,RSO Size D Response Pads,7068 Aluminum w/ Stainless Steel rings,Canada,China,NA,June 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/coglite-yoyo-by-unparalleled,Coglite,$ 99.99,Unparalleled - Colin Beckford signature yoyo.,56.40 mm / 2.22 inches,45.05 mm / 1.77 inches,4.50 mm / 0.18 inches,63.43 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rims,USA,China,NA,June 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/time-jacker-yoyo-by-top-yo,Time Jacker,$ 69.99,Top Yo -  Su Jia Peng signature yoyo!,56.00 mm / 2.2 inches,47.10 mm / 1.85 inches,4.60 mm / 0.18 inches,64.3 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 w/ Stainless Steel Rims,China,China,NA,July 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/patronum-yoyo-by-top-yo,Patronum,$ 31.99,Top Yo - Mono-metal version of the Patronus!,56.00 mm / 2.2 inches,43.00 mm / 1.69 inches,4.60 mm / 0.18 inches,65.5 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum,China,China,NA,July 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/cloud-yoyo-by-top-yo,Cloud,$ 29.99,Top Yo - Machined plastic design.,56.00 mm / 2.2 inches,43.00 mm / 1.69 inches,4.60 mm / 0.18 inches,66.2 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Delrin,China,China,NA,July 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/recluse-yoyo-by-r2fg,Recluse,$ 29.99,R2FG - Designed in collaboration with Insight Yo!,56.55 mm / 2.23 inches,43.74 mm / 1.72 inches,4.5 mm / 0.18 inches,63.73 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,NA,July 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/garnet-neon-yoyo-by-r2fg,Garnet Neon,$ 79.99,R2FG - Hybrid yoyo design!,55.89 mm / 2.2 inches,45.13 mm / 1.78 inches,4.5 mm / 0.18 inches,65.22 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate w/ Stainless Steel Rims,China,China,NA,July 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/frosted-euclase-yoyo-by-r2fg,Frosted Euclase,$ 27.99,R2FG - Full plastic design!,57.97 mm / 2.28 inches,45.51 mm / 1.79 inches,4.5 mm / 0.18 inches,65.43 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate,China,China,NA,July 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/titanium-confusion-yoyo-by-yoyofactory,Titanium Confusion,$ 174.99,YoYoFactory - Titanium version of the Confusion!,56.00 mm / 2.2 inches,30.00 mm / 1.18 inches,2.66 mm / 0.1 inches,64.64 grams,Size A,"""Slim Pad"" Size 19mm OD",Titanium,USA,China,NA,July 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/derti-yoyo-by-round-spinning-objects,Derti,$ 329.99,Round Spinning Objects - Titanium version of the Dert!,52.94 mm / 2.08 inches,37.25 mm / 1.47 inches,4.50 mm / 0.18 inches,63 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,Singapore,China,NA,August 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/shawn-exploder-yoyo-by-docpop,Shawn Exploder,$ 74.99,Doctor Popular - Shawn Garcia signature yoyo!,53.00 mm / 2.09 inches,44.97 mm / 1.77 inches,4.50 mm / 0.18 inches,63.41 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum,USA,China,NA,August 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/windoundary-yoyo-by-c3yoyodesign,Windoundary,$ 44.99,C3yoyodesign -  Jacob Cheng Hongye signature yoyo!,57.78 mm / 2.27 inches,49.79 mm / 1.96 inches,4.50 mm / 0.18 inches,65.15 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Hong Kong,China,NA,August 2021
https://shop.yoyoexpert.com/collections/1a-string-trick-yo-yos/products/essence-yoyo-by-yoyofactory,YYF Essence,$ 44.99,YoYoFactory -  Izuru Hasumi and Akitoshi Tokubuchi's signature release!,56.53 mm / 2.23 inches,45.25 mm / 1.78 inches,4.50 mm / 0.18 inches,66.08 grams,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,NA,August 2021
